player_id,game_id,date,season,player_name,opponent_id,min,pts,reb,ast,fga,fgm,trend_pts,trend_reb,trend_ast,min_l10,fga_per_min_l10,proj_volume,pts_std_l10,pts_mean_l10,cv_l10,opp_avg_pts_allowed_l10,opp_avg_reb_allowed_l10,opp_avg_ast_allowed_l10
1629028,0022400072,2024-10-23,2024-25,Deandre Ayton,8,30.95,10,11,2,12,5,-2.2388902933436547,-1.1389172977171835,-0.12214376775357605,33.263333333333335,0.6134881347845053,20.406660323381928,10.145606602531627,23.4,0.43357293173212086,106.5,40.5,26.4
1629060,0022400062,2024-10-22,2024-25,Rui Hachimura,6,35.083333333333336,18,5,1,14,7,-0.3040757555616491,-0.26831073828158203,-0.09902403719726174,30.586666666666666,0.3357358218079643,10.269039669699602,5.831904586934792,11.7,0.4984533834987002,106.1,40.3,22.7
1629216,0022400062,2024-10-22,2024-25,Gabe Vincent,6,17.216666666666665,2,2,2,2,1,-0.10004265719671393,0.009305672751439696,-0.048021189511089094,14.548333333333336,0.19969492867390676,2.9052283873242204,3.1073389830457026,2.1,1.479685230021763,106.1,40.3,22.7
1629637,0022400062,2024-10-22,2024-25,Jaxson Hayes,6,15.333333333333334,10,4,0,5,4,-0.45975965746788683,0.021629710793448248,-0.0060507457737857,10.231666666666666,0.14470728190563387,1.4805966726978104,4.448470398787532,2.7,1.6475816291805674,106.1,40.3,22.7
1629638,0022400062,2024-10-22,2024-25,Nickeil Alexander-Walker,5,28.366666666666667,14,5,0,7,5,-0.4164666108823839,-0.020638102678837235,-0.16542479267631735,19.6,0.2896027257056669,5.676213423831072,4.366539438350088,4.8,0.9096957163229351,114.5,44.5,28.7
1629674,0022400061,2024-10-22,2024-25,Neemias Queta,4,4.333333333333333,0,0,0,0,0,0.0691651205145073,0.0,0.0,0.5,0.0,0.0,0.6324555320336759,0.2,3.162277660168379,112.4,39.2,28.1
1629675,0022400062,2024-10-22,2024-25,Naz Reid,5,26.35,12,4,1,8,3,-0.3892988962208976,-0.04611314328058958,0.04536958441956197,22.9,0.38208313836072755,8.74970386846066,5.404730438339283,10.9,0.49584682920543877,114.5,44.5,28.7
1630162,0022400062,2024-10-22,2024-25,Anthony Edwards,5,41.06666666666667,27,6,3,25,10,0.3984819261467901,0.38192414735113045,0.12101459199462475,40.8,0.48019052879518,19.59177357484334,8.219894565422793,24.7,0.33278925366084183,114.5,44.5,28.7
1630166,0022400072,2024-10-23,2024-25,Deni Avdija,8,27.483333333333334,15,7,2,10,4,-0.7063332795270921,-0.21920455567466404,0.22298702972662604,35.435,0.3646325669841919,12.92075501108484,8.612652191849968,20.2,0.4263689203886123,106.5,40.5,26.4
1630183,0022400062,2024-10-22,2024-25,Jaden McDaniels,5,16.0,6,2,1,8,3,-0.6437553633904303,-0.28629134610004275,-0.13607181462071077,32.3,0.26891967444599024,8.686105484605484,7.242620765686659,13.3,0.5445579523072676,114.5,44.5,28.7
